ctrl,block,picture_name,x1,t1,t2,m1
0,1,REqUEst_ReCoGNise,-0.41085173404063613,-1,1,0
0,1,destruction_conscience,-0.9396774713516994,1,-1,0
0,1,bLAND_bLACk,-1.5830918890979446,1,-1,0
0,1,prr0teSt_intEnd,2.3404956186598422,-1,1,0
0,1,afford_gutter,2.691381996844477,-1,1,0
0,1,QueUe_dApPer,0.6288818382488954,-1,1,0
0,1,cEmetErry_plAin,4.73014314751304,1,-1,0
0,1,structure_mention,1.640413028021804,-1,1,0
0,1,crowd_eat,3.464425780622782,1,-1,0
0,1,feature_dog,-0.7897691916334084,-1,1,0
0,1,beach_fur,0.272481400011892,1,-1,0
0,1,friend_Koran,1.459627760316339,1,-1,0
0,1,serve_battlefield,-1.597851719179132,1,-1,0
0,1,TAMe_ClASSY,1.9760335683243049,1,-1,0
1,1,nose_mArrvELouS,0.025296988568845685,1,-1,0
0,1,NIce_bOUnCY,0.7828446779575062,-1,1,0
0,1,bOunDaRY_sTRanGer,0.6890692077578117,-1,1,0
0,1,GiraFFe_nEck,1.2469411359400735,-1,1,0
0,2,REqUEst_ReCoGNise,-0.41085173404063613,-1,1,0
0,2,TAMe_ClASSY,1.9760335683243049,1,-1,0
0,2,GiraFFe_nEck,1.2469411359400735,-1,1,0
0,2,structure_mention,1.640413028021804,-1,1,0
0,2,QueUe_dApPer,0.6288818382488954,-1,1,0
0,2,bLAND_bLACk,-1.5830918890979446,1,-1,0
0,2,destruction_conscience,-0.9396774713516994,1,-1,0
0,2,bOunDaRY_sTRanGer,0.6890692077578117,-1,1,0
0,2,crowd_eat,3.464425780622782,1,-1,0
0,2,feature_dog,-0.7897691916334084,-1,1,0
0,2,beach_fur,0.272481400011892,1,-1,0
0,2,afford_gutter,2.691381996844477,-1,1,0
0,2,serve_battlefield,-1.597851719179132,1,-1,0
0,2,NIce_bOUnCY,0.7828446779575062,-1,1,0
0,2,cEmetErry_plAin,4.73014314751304,1,-1,0
0,2,prr0teSt_intEnd,2.3404956186598422,-1,1,0
0,2,nose_mArrvELouS,0.025296988568845685,1,-1,0
0,2,friend_Koran,1.459627760316339,1,-1,0
0,3,QueUe_dApPer,0.6288818382488954,-1,1,0
0,3,feature_dog,-0.7897691916334084,-1,1,0
