ctrl,block,picture_name,x1,x2,t1,t2,m1,m2
1,1,GiraFFe_nEck,1.246941135940084,3.8921262091647004,1,-1,0,0
0,1,QueUe_dApPer,0.6288818382489025,5.194534790099107,1,-1,0,0
0,1,NIce_bOUnCY,0.7828446779575104,3.5112506998272726,1,-1,0,0
0,1,feature_dog,-0.7897691916334053,2.029158304615232,1,-1,0,0
0,1,structure_mention,1.6404130280218108,3.7513317872997733,1,-1,0,0
0,1,REqUEst_ReCoGNise,-0.41085173404063163,4.122367840870528,1,-1,0,0
0,1,afford_gutter,2.6913819968444823,1.9946872923253605,1,-1,0,0
0,1,prr0teSt_intEnd,2.3404956186598462,2.364477505690643,1,-1,0,0
0,1,bOunDaRY_sTRanGer,0.6890692077578144,1.0572570667314596,1,-1,0,0
0,1,hard-to-find_brush,-2.2437369584826476,-2.5625147545380975,-1,1,0,0
0,1,source_low,-1.6484576544256644,-2.3311780572146383,-1,1,0,0
0,1,GlOsSy_cEAsELEss,-2.0921412988008714,0.3238363325654642,-1,1,0,0
0,1,Clay_EnDlesS,-2.556700733318796,-1.9462904232704301,-1,1,0,0
0,1,shareholder_air,-1.8742099669195342,-1.8147641090119166,-1,1,0,0
0,1,nEed_mUg,-2.8193040924187724,-1.9068951761598156,-1,1,0,0
0,1,sense_scandalous,-2.1452518147366453,-1.5525624167719425,-1,1,0,0
0,1,soap_marble,-2.807112690218886,-2.6638284063898805,-1,1,0,0
0,1,wIld_ChEss,-4.1393577757560145,-2.0541956626486737,-1,1,0,0
0,2,GiraFFe_nEck,1.246941135940084,3.8921262091647004,1,-1,0,0
0,2,bOunDaRY_sTRanGer,0.6890692077578144,1.0572570667314596,1,-1,0,0
0,2,wIld_ChEss,-4.1393577757560145,-2.0541956626486737,-1,1,0,0
0,2,REqUEst_ReCoGNise,-0.41085173404063163,4.122367840870528,1,-1,0,0
0,2,afford_gutter,2.6913819968444823,1.9946872923253605,1,-1,0,0
0,2,nEed_mUg,-2.8193040924187724,-1.9068951761598156,-1,1,0,0
0,2,GlOsSy_cEAsELEss,-2.0921412988008714,0.3238363325654642,-1,1,0,0
0,2,shareholder_air,-1.8742099669195342,-1.8147641090119166,-1,1,0,0
0,2,QueUe_dApPer,0.6288818382489025,5.194534790099107,1,-1,0,0
0,2,structure_mention,1.6404130280218108,3.7513317872997733,1,-1,0,0
0,2,Clay_EnDlesS,-2.556700733318796,-1.9462904232704301,-1,1,0,0
0,2,prr0teSt_intEnd,2.3404956186598462,2.364477505690643,1,-1,0,0
0,2,source_low,-1.6484576544256644,-2.3311780572146383,-1,1,0,0
0,2,sense_scandalous,-2.1452518147366453,-1.5525624167719425,-1,1,0,0
0,2,soap_marble,-2.807112690218886,-2.6638284063898805,-1,1,0,0
0,2,feature_dog,-0.7897691916334053,2.029158304615232,1,-1,0,0
0,2,hard-to-find_brush,-2.2437369584826476,-2.5625147545380975,-1,1,0,0
0,2,NIce_bOUnCY,0.7828446779575104,3.5112506998272726,1,-1,0,0
0,3,prr0teSt_intEnd,2.3404956186598462,2.364477505690643,1,-1,0,0
0,3,afford_gutter,2.6913819968444823,1.9946872923253605,1,-1,0,0
0,3,hard-to-find_brush,-2.2437369584826476,-2.5625147545380975,-1,1,0,0
0,3,soap_marble,-2.807112690218886,-2.6638284063898805,-1,1,0,0
0,3,nEed_mUg,-2.8193040924187724,-1.9068951761598156,-1,1,0,0
0,3,bOunDaRY_sTRanGer,0.6890692077578144,1.0572570667314596,1,-1,0,0
0,3,GlOsSy_cEAsELEss,-2.0921412988008714,0.3238363325654642,-1,1,0,0
0,3,source_low,-1.6484576544256644,-2.3311780572146383,-1,1,0,0
0,3,feature_dog,-0.7897691916334053,2.029158304615232,1,-1,0,0
0,3,sense_scandalous,-2.1452518147366453,-1.5525624167719425,-1,1,0,0
0,3,shareholder_air,-1.8742099669195342,-1.8147641090119166,-1,1,0,0
0,3,structure_mention,1.6404130280218108,3.7513317872997733,1,-1,0,0
0,3,NIce_bOUnCY,0.7828446779575104,3.5112506998272726,1,-1,0,0
0,3,Clay_EnDlesS,-2.556700733318796,-1.9462904232704301,-1,1,0,0
0,3,GiraFFe_nEck,1.246941135940084,3.8921262091647004,1,-1,0,0
0,3,QueUe_dApPer,0.6288818382489025,5.194534790099107,1,-1,0,0
0,3,REqUEst_ReCoGNise,-0.41085173404063163,4.122367840870528,1,-1,0,0
0,3,wIld_ChEss,-4.1393577757560145,-2.0541956626486737,-1,1,0,0
0,4,source_low,-1.6484576544256644,-2.3311780572146383,-1,1,0,0
0,4,hard-to-find_brush,-2.2437369584826476,-2.5625147545380975,-1,1,0,0
0,4,feature_dog,-0.7897691916334053,2.029158304615232,1,-1,0,0
0,4,afford_gutter,2.6913819968444823,1.9946872923253605,1,-1,0,0
0,4,shareholder_air,-1.8742099669195342,-1.8147641090119166,-1,1,0,0
0,4,structure_mention,1.6404130280218108,3.7513317872997733,1,-1,0,0
0,4,soap_marble,-2.807112690218886,-2.6638284063898805,-1,1,0,0
0,4,bOunDaRY_sTRanGer,0.6890692077578144,1.0572570667314596,1,-1,0,0
0,4,wIld_ChEss,-4.1393577757560145,-2.0541956626486737,-1,1,0,0
0,4,GiraFFe_nEck,1.246941135940084,3.8921262091647004,1,-1,0,0
0,4,sense_scandalous,-2.1452518147366453,-1.5525624167719425,-1,1,0,0
0,4,QueUe_dApPer,0.6288818382489025,5.194534790099107,1,-1,0,0
0,4,Clay_EnDlesS,-2.556700733318796,-1.9462904232704301,-1,1,0,0
0,4,nEed_mUg,-2.8193040924187724,-1.9068951761598156,-1,1,0,0
0,4,NIce_bOUnCY,0.7828446779575104,3.5112506998272726,1,-1,0,0
0,4,prr0teSt_intEnd,2.3404956186598462,2.364477505690643,1,-1,0,0
